paragraph_id,text,article_title,article_url,source_portal,publish_date,aceh_confidence,word_count,query_used,collector,topic,topic_score,topic_method,sentiment,sentiment_pos_count,sentiment_neg_count,sentiment_method,labeling_notes
6915,"Menurut Kementerian Koordinator Bidang Perekonomian, Gross Merchandise Value (GMV) Indonesia diproyeksikan mencapai sekitar 360 miliar dolar AS pada 2030 sehingga Indonesia akan menjadi pasar digital terbesar di Asia Tenggara.","PSN: Mengorbit, Satelit N5 perkuat infrastruktur satelit nasional",https://www.antaranews.com/berita/5384370/psn-mengorbit-satelit-n5-perkuat-infrastruktur-satelit-nasional,antaranews.com,2026-01-29,low,29,bisnis digital Aceh,Aulia,infrastructure,5.0,article_propagated,neutral,0,0,auto,
6916,Jakarta (ANTARA) - Kementerian Ekonomi Kreatif (Kemenekraf) melalui inisiatif Ekraf Peduli memperkuat komitmen lintas sektor dalam membantu upaya pemulihan pascabencana di Pulau Sumatera.,Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,23,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6917,"Kementerian Ekraf berkomitmen melalui Program Ekraf Peduli untuk mendukung rehabilitasi dan rekonstruksi pascabencana melalui penguatan produktivitas pegiat ekraf lokal terdampak, ujar Menekraf Teuku Riefky dalam keterangan resmi yang diterima di Jakarta, Sabtu.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,32,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,1,0,auto,
6918,"Melalui Program Ekraf Peduli, bantuan makanan dan pakaian telah disalurkan ke tiga provinsi terdampak, yaitu Aceh, Sumatera Utara, dan Sumatera Barat.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,high,21,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,1,0,auto,
6919,"Kementerian Ekraf merancang program pemulihan enam bulan ke depan, antara lain Sinema Rakyat dan Board Game, workshop konten digital (storytelling progres rehabilitasi dan rekonstruksi), serta literasi bisnis termasuk relaksasi pembiayaan dan KUR.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,32,bisnis digital Aceh,Aulia,funding,6.0,auto,neutral,1,0,auto,
6920,Pemerintah turut memastikan pemulihan pascabencana di Sumatera berjalan terintegrasi.,Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,9,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6921,Peninjauan ini menjadi bagian dari penguatan komitmen pemerintah dalam memulihkan daerah terdampak bencana.,Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,13,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6922,"Upaya tersebut diharapkan dapat mempercepat pemulihan aktivitas sosial ekonomi masyarakat, fungsi pemerintahan, serta layanan publik terpadu setelah bencana yang terjadi dua bulan lalu.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,23,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6923,"Kementerian Ekraf tergabung dalam Satuan Tugas Pascabencana pada bidang Pemulihan Ekonomi bersama Kementerian UMKM. Sebelumnya, Kementerian Ekraf telah memfasilitasi dua konser musik bersama 100 musisi, ILUNI UI, dan lembaga terkait pada 7 Desember 2025 di Bintaro dan 16 Desember 2025 di Kemang.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,42,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,1,0,auto,
6924,"Kami juga mengapresiasi para musisi, komunitas kreatif, dan seluruh pihak yang berkontribusi dalam gerakan 100 Musisi Heal Sumatera sebagai wujud solidaritas bagi masyarakat, tambah Riefky.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,25,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6925,"Menekraf Riefky menekankan bahwa kondisi Aceh Tamiang perlu dimonitor secara berkelanjutan mengingat sejumlah pusat pemerintahan dan fasilitas publik mengalami kerusakan. Oleh karena itu, proses pemulihan harus dilakukan secara optimal.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,high,29,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6926,"Ia juga menegaskan pentingnya mendorong perputaran ekonomi di tengah masyarakat agar warga tidak hanya bertahan di tenda pengungsian, tetapi mulai produktif dari hunian sementara (huntara).",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,25,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,1,0,auto,
6927,"Kolaborasi lintas pihak menjadi kunci agar pemulihan berjalan berkelanjutan dan memberikan dampak nyata bagi Aceh Tamiang, ujar dia.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,high,18,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,1,0,auto,
6928,"Lokasi yang dikunjungi dalam peninjauan ini meliputi SMP Negeri 1 Karang Baru, RSUD Muda Sedia, Posko Pengungsian Kecamatan Karang Baru, serta Hunian Sementara Modular di Aceh Tamiang.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,high,27,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6929,"Bantuan yang disalurkan berbagai pihak mencakup beras, peralatan sekolah, obat-obatan, serta dukungan tenaga relawan kesehatan dan kebersihan sebagai bentuk kepedulian bagi masyarakat terdampak.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,23,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,positive,2,0,auto,
6930,"Atas arahan Presiden Prabowo Subianto, seluruh kementerian dan pemerintah daerah diminta bersinergi memastikan masyarakat terdampak tidak hanya pulih secara fisik, tetapi juga kembali memperoleh akses pendidikan, kesehatan, dan hunian layak secara berkelanjutan.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,32,bisnis digital Aceh,Aulia,regulation,4.0,auto,neutral,0,0,auto,
6931,"Peninjauan langsung di Aceh Tamiang menjadi wujud kehadiran negara secara cepat dan nyata, mulai dari fase tanggap darurat hingga pemulihan jangka panjang.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,high,22,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6932,"Mas Wapres akan mengoordinasikan proses pemulihan secara maksimal. Mas Wapres juga akan lakukan percepatan pengadaan meja, kursi, dan papan tulis di sekolah kami agar 665 siswa yang terdampak banjir dapat belajar dengan aman dan nyaman, ujar Edy Wahyudi selaku Kepala SMP Negeri 1 Karang Baru.",Ekraf Peduli perkuat pemulihan pascabencana Sumatera,https://www.antaranews.com/berita/5387442/ekraf-peduli-perkuat-pemulihan-pascabencana-sumatera,antaranews.com,2026-01-31,low,45,bisnis digital Aceh,Aulia,funding,6.0,article_propagated,neutral,0,0,auto,
6933,Jakarta (ANTARA) - Awal tahun 2026 dibuka dengan satu peristiwa yang menyentak kesadaran masyarakat modern di Eropa.,Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,low,17,bisnis digital Aceh,Aulia,infrastructure,4.0,article_propagated,neutral,0,0,auto,
6934,"Sebagian wilayah Berlin, Jerman, dengan sekitar 45 ribu rumah dan lebih dari 2.000 bisnis lumpuh total akibat pemadaman listrik ataublackout,selama empat hari berturut-turut. Insiden yang dipicu oleh sabotase infrastruktur ini bukan sekadar gangguan teknis, melainkan sinyal keras tentang betapa rapuhnya sendi-sendi kehidupan masyarakat urban yang sangat bergantung pada energi terpusat.",Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,low,50,bisnis digital Aceh,Aulia,infrastructure,4.0,auto,neutral,0,0,auto,
6935,"Hampir bersamaan dengan kekacauan di Berlin, Pemerintah Belanda mengambil langkah antisipatif dengan mendistribusikan panduan resmi bertajukDenk Vooruitkepada jutaan warganya. Panduan tersebut secara eksplisit meminta setiap rumah tangga bersiap menghadapi skenario terburuk, hidup tanpa listrik, air, dan internet, selama minimal 72 jam pertama. Kesiapan ini diposisikan sebagai kewajiban sipil, baik menghadapi bencana alam, serangan siber, maupun eskalasi konflik geopolitik yang kian memanas di belahan bumi utara.",Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,low,65,bisnis digital Aceh,Aulia,infrastructure,4.0,article_propagated,neutral,0,0,auto,
6936,"Fenomena di Eropa ini seolah mengonfirmasi prediksi yang ditulis James Dale Davidson dan Lord William Rees-Mogg dalam bukuThe Sovereign Individualpada 1997. Hampir tiga dekade lalu, buku tersebut memetakan kerapuhan negara bangsa, munculnya pandemi global, hingga dominasi kecerdasan buatan.",Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,low,38,bisnis digital Aceh,Aulia,infrastructure,4.0,article_propagated,neutral,0,0,auto,
6937,"Peringatan itu kini juga tercermin dari pola tindakan elite ekonomi dunia. Tokoh, seperti Mark Zuckerberg, Bill Gates, dan Jeff Bezos, justru mengalihkan kekayaan digital mereka ke aset riil. Pembangunan fasilitas mandiri, hingga penguasaan lahan pertanian skala besar, merupakan bentuk antisipasi strategis. Mereka yang memiliki akses informasi terbaik menyadari bahwa dalam krisis, kemandirian pangan dan energi jauh lebih bernilai daripada valuasi saham teknologi.",Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,low,62,bisnis digital Aceh,Aulia,digitalization,3.0,auto,positive,2,0,auto,
6938,"Relevansi peringatan ini semakin nyata, ketika kita menoleh ke kondisi dalam negeri. Rentetan bencana alam yang melanda Aceh, Sumatera Utara, hingga Sumatera Barat, pada akhir 2025, memberikan pelajaran pahit.",Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,high,29,bisnis digital Aceh,Aulia,infrastructure,4.0,article_propagated,neutral,0,0,auto,
6939,"Lebih dari satu bulan pascabencana, ribuan warga masih bergulat dengan pemenuhan kebutuhan dasar. Keterbatasan anggaran, sulitnya akses logistik, dan luasnya wilayah terdampak menunjukkan bahwa dalam bencana berskala besar, negara memiliki keterbatasan kapasitas untuk hadir secara cepat dan merata.",Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,low,38,bisnis digital Aceh,Aulia,infrastructure,4.0,article_propagated,neutral,0,1,auto,
6940,"Fakta ini menegaskan bahwa menggantungkan keselamatan keluarga sepenuhnya pada bantuan eksternal adalah pertaruhan berisiko tinggi. Masyarakat perlu memiliki persiapan mandiri, sebuah sekoci penyelamat yang disiapkan, sebelum kapal besar bernama infrastruktur publik terguncang.",Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,low,32,bisnis digital Aceh,Aulia,infrastructure,4.0,article_propagated,neutral,1,0,auto,
6941,"Kesiapsiagaan, idealnya dimulai dari sektor energi sebagai napas kehidupan modern. Narasi bahwa panel surya atau pembangkit listrik tenaga surya (PLTS) hanya cocok untuk industri harus diubah.",Urgensi kemandirian sipil di tengah gejolak global dan bencana lokal,https://www.antaranews.com/berita/5353993/urgensi-kemandirian-sipil-di-tengah-gejolak-global-dan-bencana-lokal,antaranews.com,2026-01-15,low,26,bisnis digital Aceh,Aulia,infrastructure,4.0,article_propagated,neutral,0,0,auto,
6942,"Purwokerto (ANTARA) - Sebanyak 40 UMKM dari wilayah Banyumas Raya tampil dalam Karya Kreatif Indonesia (KKI) 2026 di Jakarta untuk memperluas akses pasar, meningkatkan daya saing, serta memperkenalkan produk unggulan daerah ke pasar nasional dan internasional.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,36,UMKM digital Aceh,Aulia,market_access,7.0,auto,neutral,0,0,auto,
6943,"Kepala Kantor Perwakilan Bank Indonesia (KPwBI) Purwokerto Aswin Gantina di Purwokerto, Kabupaten Banyumas, Jawa Tengah, Jumat, mengatakan keikutsertaan UMKM Banyumas Raya menjadi bagian dari komitmen pengembangan usaha melalui penguatan kapasitas, digitalisasi, pembiayaan, serta perluasan akses pasar dan jaringan kemitraan bagi pelaku usaha lokal.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,43,UMKM digital Aceh,Aulia,market_access,5.0,auto,positive,2,0,auto,
6944,"Di Banyumas Raya (Kabupaten Banyumas, Cilacap, Purbalingga dan Banjarnegara), Bank Indonesia Purwokerto bersinergi dengan pemerintah daerah memiliki komitmen dalam mendorong peningkatan daya saing UMKM melalui berbagai program pengembangan dari hulu ke hilir, katanya.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,33,UMKM digital Aceh,Aulia,regulation,3.0,auto,positive,2,0,auto,
6945,"Ia mengatakan hingga Agustus 2026, KPwBI Purwokerto telah mendampingi dan mengembangkan 180 UMKM binaan serta 300 UMKM mitra, mayoritas bergerak di sektor industri makanan dan minuman dengan produk unggulan kopi dan gula kelapa.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,33,UMKM digital Aceh,Aulia,market_access,7.0,article_propagated,neutral,0,0,auto,
6946,"Menurut dia, pengembangan dilakukan melalui kurasi dan peningkatan kapasitas, pendampingan digitalisasi, perluasan akses pasar, fasilitasi UMKM berorientasi ekspor, pengembangan UMKM hijau, perluasan pembiayaan, serta penguatan ekonomi syariah.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,27,UMKM digital Aceh,Aulia,market_access,8.0,auto,neutral,1,0,auto,
6947,"Hingga Agustus 2026, fasilitasi pembiayaan menghasilkan komitmen sebesar Rp800 juta kepada lima UMKM.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,13,UMKM digital Aceh,Aulia,funding,3.0,auto,neutral,0,0,auto,
6948,"Dari sisi digitalisasi, seluruh UMKM binaan telah menggunakan QRIS dan lebih dari 150 UMKM telah melakukan ""onboarding"" pada ""marketplace"" atau platform digital.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,22,UMKM digital Aceh,Aulia,digitalization,15.0,auto,neutral,0,0,auto,
6949,"Upaya pengembangan juga diarahkan pada pemberdayaan perempuan serta penguatan UMKM berbasis ekonomi sirkular dan pemanfaatan bahan lokal, katanya.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,18,UMKM digital Aceh,Aulia,market_access,7.0,article_propagated,positive,2,0,auto,
6950,"Lebih lanjut, ia mengatakan KKI 2026 diselenggarakan Bank Indonesia pada 2023 Agustus 2026 di Hall A dan B Jakarta International Convention Center (JICC), Jakarta, dengan tema Penguatan Sinergi untuk Mendorong UMKM Bangkit, Tangguh, dan Berdaya Saing.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,36,UMKM digital Aceh,Aulia,market_access,7.0,article_propagated,neutral,1,0,auto,
6951,"Dari 40 UMKM Banyumas Raya yang tampil dalam KKI 2026, sebanyak 10 UMKM mengikuti pameran secara langsung di JICC, yakni Benang Emas, Kharisma Kerang Indonesia, D&D Craft, KUB Pringmas, Batik Martadireja, DK Fashion, Kopi Katresnan (Koperasi Pageland), CV Bunga Palm, Wins Brown Sugar dan Abon Koki.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,46,UMKM digital Aceh,Aulia,market_access,7.0,article_propagated,neutral,0,0,auto,
6952,"Sementara itu, 30 UMKM lainnya berpartisipasi melalui pameran daring pada platform Karya Kreatif Indonesia.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,14,UMKM digital Aceh,Aulia,market_access,7.0,article_propagated,neutral,0,0,auto,
6953,"Secara keseluruhan, pameran luring KKI 2026 diikuti lebih dari 550 UMKM, sedangkan pameran daring melibatkan lebih dari 1.300 UMKM.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,19,UMKM digital Aceh,Aulia,market_access,7.0,article_propagated,neutral,0,0,auto,
6954,KKI 2026 mengangkat semangat BeudayaMeusareSare dari Aceh yang bermakna berdaya bersama-sama. Gelaran tersebut juga menjadi bagian dari upaya mendorong kebangkitan UMKM di wilayah Sumatera dan Nusa Tenggara Timur yang terdampak bencana alam.,UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,high,32,UMKM digital Aceh,Aulia,market_access,7.0,article_propagated,neutral,1,0,auto,
6955,Aswin mengharapkan keikutsertaan UMKM Banyumas Raya dapat membuka peluang pasar lebih luas sekaligus memperkuat kemampuan pelaku usaha lokal meningkatkan kualitas produk dan membangun jejaring kemitraan.,UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,25,UMKM digital Aceh,Aulia,market_access,4.0,auto,positive,2,0,auto,
6956,"Ia mengatakan penguatan daya saing diperlukan agar produk UMKM Banyumas Raya tidak hanya mampu bertahan di pasar domestik, tetapi juga memiliki peluang menembus pasar ekspor.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,25,UMKM digital Aceh,Aulia,market_access,10.0,auto,neutral,1,0,auto,
6957,"Melalui sinergi Bank Indonesia, pemerintah daerah, perbankan, dan pemangku kepentingan lainnya, pengembangan UMKM Banyumas Raya diharapkan semakin terintegrasi dan mampu berkontribusi terhadap pertumbuhan ekonomi yang inklusif dan berkelanjutan, kata Aswin.",UMKM Banyumas Raya tampil di Karya Kreatif Indonesia 2026 di Jakarta,https://www.antaranews.com/berita/5705009/umkm-banyumas-raya-tampil-di-karya-kreatif-indonesia-2026-di-jakarta,antaranews.com,2026-08-21,low,30,UMKM digital Aceh,Aulia,regulation,3.0,auto,positive,2,0,auto,
6958,Banda Aceh (ANTARA) - Kementerian Ekonomi Kreatif/Badan Ekonomi Kreatif (Kemenkraf/Bekraf) memberikan pelatihan fotografi dan storytelling untuk masyarakat Kabupaten Aceh Tamiang sebagai salah satu upaya pemulihan ekonomi untuk daerah terdampak bencana hidrometeorologi.,Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,high,31,UMKM digital Aceh,Aulia,digitalization,7.0,article_propagated,neutral,0,0,auto,
6959,"Direktur Penerbitan dan Fotografi Kemenekraf, Iman Santosa, di Aceh Tamiang, Kamis, mengatakan pemulihan pascabencana tidak hanya berkaitan dengan pembangunan kembali infrastruktur dan pemenuhan kebutuhan fisik, tetapi juga mencakup pemulihan semangat, kapasitas, serta produktivitas masyarakat.",Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,high,34,UMKM digital Aceh,Aulia,digitalization,7.0,article_propagated,neutral,0,0,auto,
6960,"""Kami tidak ingin masyarakat hanya menjadi objek dari sebuah cerita. Kami ingin masyarakat menjadi pencerita, pencipta, dan pelaku utama dari proses pemulihan itu sendiri,"" katanya.",Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,medium,25,UMKM digital Aceh,Aulia,digitalization,7.0,article_propagated,neutral,0,0,auto,
6961,"Kegiatan bertajuk ""Cerita Pulih: Pelatihan Fotografi dan Storytelling"" tersebut berlangsung di WD Coffee, Kecamatan Karang Baru, Kabupaten Aceh Tamiang yang diikuti 70 peserta, terdiri atas fotografer dan videografer lokal.",Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,high,29,UMKM digital Aceh,Aulia,digitalization,7.0,article_propagated,neutral,0,0,auto,
6962,"Dalam pelatihan ini, peserta mendapatkan pembekalan kemampuan fotografi, storytelling, serta keterampilan menulis. Serta mendapatkan pemahaman mengenai peluang komersialisasi karya melalui platform digital seperti fotografi stok dan media sosial.",Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,medium,28,UMKM digital Aceh,Aulia,digitalization,7.0,auto,neutral,1,0,auto,
6963,"Menurut Iman Santosa, ekonomi kreatif memiliki peran penting dalam proses pemulihan , dan melalui pelatihan fotografi, penulisan serta storytelling, maka pengalaman masyarakat dapat direkam dan diolah menjadi karya yang memiliki nilai ekonomi.",Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,medium,32,UMKM digital Aceh,Aulia,digitalization,7.0,article_propagated,neutral,0,0,auto,
6964,"""Cerita tentang apa yang telah terjadi, bagaimana masyarakat bertahan, serta bangkit dan membangun kembali kehidupannya merupakan bagian dari perjalanan yang memiliki nilai dan makna,"" ujar Iman Santosa.",Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,medium,27,UMKM digital Aceh,Aulia,digitalization,7.0,article_propagated,neutral,0,0,auto,
6965,"Sebagai informasi, kegiatan ini merupakan rangkaian dari program rehabilitasi dan rekonstruksi pascabencana di wilayah terdampak. Sebelumnya, kegiatan serupa telah dilaksanakan di Kabupaten Padang Pariaman pada 20 Agustus 2026 dan akan dilanjutkan di Kabupaten Tapanuli Selatan pada 17 September 2026.",Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,medium,39,UMKM digital Aceh,Aulia,digitalization,7.0,article_propagated,neutral,0,0,auto,
6966,"Melalui program ini, Kemenekraf mendorong agar proses pemulihan pascabencana berorientasi pada penguatan kapasitas, kreativitas, serta kemandirian ekonomi masyarakat setempat.",Kemenekraf latih fotografi untuk pemulihan ekonomi pascabencana Aceh,https://www.antaranews.com/berita/5714177/kemenekraf-latih-fotografi-untuk-pemulihan-ekonomi-pascabencana-aceh,antaranews.com,2026-08-27,medium,19,UMKM digital Aceh,Aulia,digitalization,7.0,article_propagated,neutral,1,0,auto,
